filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
wood1.jpg,11588,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":3,""y"":3,""width"":194,""height"":195}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
wood2.jpg,13018,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":4,""y"":24,""width"":193,""height"":152}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
wood3.jpg,14611,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":2,""y"":4,""width"":195,""height"":193}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
wood4.jpg,12079,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":2,""y"":4,""width"":195,""height"":193}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
wood5.jpg,15637,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":29,""y"":7,""width"":136,""height"":186}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
wood6.jpg,9203,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":3,""y"":4,""width"":193,""height"":192}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
wood7.jpg,8715,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":2,""y"":54,""width"":195,""height"":92}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
wood8.jpg,18409,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":3,""y"":4,""width"":194,""height"":192}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
wood9.jpg,8251,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":3,""y"":3,""width"":194,""height"":194}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
wood10.jpg,11617,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",1,0,"{""name"":""rect"",""x"":5,""y"":4,""width"":192,""height"":193}","{""name"":""not_defined"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
